"","control","instnm","ccbasic","stabbr","death_yr2_rt","lo_inc_death_yr2_rt","md_inc_death_yr2_rt","hi_inc_death_yr2_rt","death_yr3_rt","lo_inc_death_yr3_rt","md_inc_death_yr3_rt","hi_inc_death_yr3_rt","death_yr4_rt","lo_inc_death_yr4_rt","md_inc_death_yr4_rt","hi_inc_death_yr4_rt","death_yr6_rt","lo_inc_death_yr6_rt","md_inc_death_yr6_rt","hi_inc_death_yr6_rt","death_yr8_rt","lo_inc_death_yr8_rt","md_inc_death_yr8_rt","hi_inc_death_yr8_rt","year"
"144",1,"Ohio University-Main Campus",16,"OH",NA,NA,NA,NA,0.00228679,NA,NA,NA,0.002682044,NA,NA,NA,NA,NA,NA,NA,0.005459367,0.010905642,NA,NA,"latest"
"145",1,"Wright State University-Main Campus",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002774566,NA,NA,NA,0.004167752,NA,NA,NA,"latest"
"146",1,"University of Oregon",15,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002773925,NA,NA,NA,0.003856422,NA,NA,NA,"latest"
"147",1,"Portland State University",16,"OR",NA,NA,NA,NA,NA,NA,NA,NA,0.002922837,NA,NA,NA,0.00239543,NA,NA,NA,0.004216021,NA,NA,NA,"latest"
"148",2,"Drexel University",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"149",1,"Pennsylvania State University-Main Campus",15,"PA",0.001020538334,NA,NA,NA,0.001153846,NA,NA,NA,0.001790688,NA,0.002398604,NA,0.003097702,0.003994674,NA,NA,0.004362547,0.005328597,NA,NA,"latest"
"150",1,"Tennessee Technological University",16,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"151",1,"University of Wyoming",16,"WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"152",1,"University of Wisconsin-Madison",15,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"153",1,"University of Puerto Rico-Rio Piedras",16,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"154",3,"Ponce Health Sciences University",16,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"155",2,"Stanford University",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"156",1,"William & Mary",16,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"157",1,"University of Utah",15,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003075571,NA,NA,NA,0.00427673,NA,NA,NA,"latest"
"158",1,"Virginia Polytechnic Institute and State University",15,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"159",1,"University of Rhode Island",16,"RI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"160",1,"University of South Dakota",16,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005844535,NA,NA,NA,"latest"
"161",1,"University of Oklahoma-Norman Campus",15,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002890173,NA,NA,NA,NA,NA,NA,NA,"latest"
"162",2,"Carnegie Mellon University",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"163",2,"Duquesne University",16,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"164",2,"Lehigh University",16,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"165",1,"The University of Tennessee-Knoxville",15,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003769521,NA,NA,NA,"latest"
"166",1,"Rutgers University-Newark",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,0.001706849,NA,NA,NA,0.00154304,NA,NA,NA,0.002831524,NA,0.004300235,NA,"latest"
"167",1,"New Mexico State University-Main Campus",16,"NM",NA,NA,NA,NA,NA,NA,NA,NA,0.004250152,NA,NA,NA,0.004286185,0.003899142,NA,NA,0.006045949,NA,NA,NA,"latest"
"168",2,"Columbia University in the City of New York",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"169",2,"Rochester Institute of Technology",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005297011,NA,NA,NA,"latest"
"170",2,"Rockefeller University",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"171",1,"Binghamton University",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"172",2,"Vanderbilt University",15,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"173",2,"Southern Methodist University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"174",1,"The University of Texas at Arlington",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00175413,NA,NA,NA,0.003624571,NA,NA,NA,"latest"
"175",1,"Texas State University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00278503,NA,NA,NA,"latest"
"176",1,"University of North Texas",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002026049,NA,NA,NA,0.002370043,NA,NA,NA,"latest"
"177",1,"George Mason University",15,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"178",1,"Washington State University",15,"WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"179",1,"Kansas State University",15,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"180",1,"University of Louisville",15,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003470032,NA,NA,NA,0.00420021,NA,NA,NA,"latest"
"181",1,"University of Maine",16,"ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004498426,NA,NA,NA,"latest"
"182",1,"University of Maryland-College Park",15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002635993,NA,NA,NA,0.002813599,NA,NA,NA,"latest"
"183",1,"Morgan State University",16,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"184",1,"University of Massachusetts-Amherst",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002421308,NA,NA,NA,"latest"
"185",2,"Massachusetts Institute of Technology",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"186",1,"Ohio State University-Main Campus",15,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003729512,NA,0.003678725,NA,0.00344252,0.005950167,NA,NA,"latest"
"187",1,"University of Pittsburgh-Pittsburgh Campus",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003162791,NA,NA,NA,"latest"
"188",1,"University of Colorado Colorado Springs",16,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008358209,NA,NA,NA,"latest"
"189",1,"University of Connecticut",15,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002926829,NA,NA,NA,"latest"
"190",1,"University of Central Florida",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,0.001453737,NA,NA,NA,0.002559576,0.003028009,NA,NA,0.001842681,NA,NA,NA,"latest"
"191",1,"Florida Agricultural and Mechanical University",16,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"192",1,"Florida Atlantic University",16,"FL",NA,NA,NA,NA,NA,NA,NA,NA,0.002228699,NA,NA,NA,NA,NA,NA,NA,0.003636364,NA,NA,NA,"latest"
"193",1,"University of Delaware",15,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"194",2,"American University",16,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"195",2,"The Catholic University of America",16,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"196",2,"Gallaudet University",16,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"197",2,"George Washington University",15,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"198",1,"Montclair State University",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003067485,NA,NA,NA,"latest"
"199",1,"Rutgers University-New Brunswick",15,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,0.001706849,NA,NA,NA,0.00154304,NA,NA,NA,0.002831524,NA,0.004300235,NA,"latest"
"200",1,"CUNY Graduate School and University Center",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"201",1,"Temple University",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002714113,NA,NA,NA,0.004193849,NA,0.004977601,NA,"latest"
"202",2,"Thomas Jefferson University",16,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"203",2,"Brown University",15,"RI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"204",1,"University of South Carolina-Columbia",15,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002951435,NA,NA,NA,"latest"
"205",1,"South Dakota State University",16,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"206",1,"University of Missouri-Columbia",15,"MO",NA,NA,NA,NA,NA,NA,NA,NA,0.002735444,NA,NA,NA,0.002776676,NA,NA,NA,0.003420265,NA,NA,NA,"latest"
"207",2,"Saint Louis University",16,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"208",1,"University of Missouri-St Louis",16,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005742049,NA,NA,NA,"latest"
"209",1,"The University of Montana",16,"MT",NA,NA,NA,NA,NA,NA,NA,NA,0.004561003,NA,NA,NA,0.005230769,NA,NA,NA,0.007194245,NA,NA,NA,"latest"
"210",2,"Dartmouth College",15,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"211",1,"North Carolina State University at Raleigh",15,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002943538,NA,NA,NA,"latest"
"212",2,"Duke University",15,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"213",1,"Kennesaw State University",16,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002491048,NA,NA,NA,0.003429603,NA,NA,NA,"latest"
"214",2,"Howard University",16,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"215",2,"Georgetown University",15,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"216",2,"University of Miami",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"217",1,"Idaho State University",16,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004889056,NA,NA,NA,0.007133865,NA,NA,NA,"latest"
"218",2,"DePaul University",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003859939,NA,NA,NA,"latest"
"219",2,"University of Chicago",15,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"220",1,"University of Illinois at Chicago",15,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"221",1,"Ball State University",16,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004885575,NA,NA,NA,"latest"
"222",1,"Georgia State University",15,"GA",NA,NA,NA,NA,0.001342282,NA,NA,NA,0.002033512,0.001760087,NA,NA,0.003448524,0.003547357,NA,NA,0.003254539,0.003363914,NA,NA,"latest"
"223",1,"University of Georgia",15,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"224",1,"Northern Illinois University",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"225",1,"Illinois State University",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,0.002476474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"226",2,"University of Notre Dame",15,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"227",1,"Iowa State University",15,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002149151,NA,NA,NA,0.002394949,NA,NA,NA,"latest"
"228",1,"University of California-San Diego",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"229",1,"San Diego State University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"230",2,"University of San Diego",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"231",2,"University of Denver",16,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"232",1,"University of Florida",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001929385,NA,NA,NA,0.002492071,NA,NA,NA,"latest"
"233",2,"Loyola University Chicago",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"234",1,"University of New Orleans",16,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"235",1,"University of Minnesota-Twin Cities",15,"MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003769059,NA,NA,NA,"latest"
"236",1,"Western Michigan University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002786865,NA,NA,NA,0.003797721,NA,NA,NA,"latest"
"237",1,"University of Massachusetts-Lowell",16,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"238",1,"University of Michigan-Ann Arbor",15,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"239",1,"Michigan State University",15,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002019862,NA,NA,NA,"latest"
"240",1,"Jackson State University",16,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006988934,NA,NA,NA,"latest"
"241",1,"Mississippi State University",15,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00473613,NA,NA,NA,"latest"
"242",1,"University of Nevada-Reno",15,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"243",2,"University of Rochester",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"244",2,"New York University",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"245",2,"Syracuse University",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"246",1,"SUNY at Albany",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"247",1,"SUNY College of Environmental Science and Forestry",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"248",1,"University of North Carolina at Chapel Hill",15,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"249",1,"University of North Carolina at Charlotte",16,"NC",NA,NA,NA,NA,0.002490899,NA,NA,NA,NA,NA,NA,NA,0.003062787,NA,NA,NA,NA,NA,NA,NA,"latest"
"250",1,"Arizona State University-Downtown Phoenix",16,"AZ",0.000705065625,NA,NA,NA,0.001548947,NA,NA,NA,NA,NA,NA,NA,0.002522629,0.003044413,NA,NA,0.003823774,NA,0.003521127,NA,"latest"
"251",1,"University of Akron Main Campus",16,"OH",NA,NA,NA,NA,0.002555366,NA,NA,NA,0.004850009,0.006601942,NA,NA,0.005934718,0.008710218,NA,NA,0.004967801,0.006793478,NA,NA,"latest"
"252",1,"University of North Dakota",16,"ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"253",1,"Texas A & M University-College Station",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002434783,NA,NA,NA,"latest"
"254",1,"The University of Texas at El Paso",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"255",1,"Texas Southern University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00724966,NA,NA,NA,"latest"
"256",1,"Virginia Commonwealth University",15,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00331675,NA,NA,NA,"latest"
"257",1,"University of Virginia-Main Campus",15,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"258",1,"University of Wisconsin-Milwaukee",15,"WI",NA,NA,NA,NA,NA,NA,NA,NA,0.002498559,NA,NA,NA,0.003738651,NA,NA,NA,0.004488498,NA,NA,NA,"latest"
"259",1,"Purdue University-Main Campus",15,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001844678,NA,NA,NA,0.00360036,NA,NA,NA,"latest"
"260",1,"University of Arizona",15,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,0.002496671,NA,NA,NA,NA,NA,NA,NA,0.002142162,NA,NA,NA,"latest"
"261",1,"Northern Arizona University",16,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,0.002101576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"262",1,"University of California-Irvine",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"263",2,"Loyola Marymount University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"264",2,"University of Dayton",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"265",1,"University of Alabama in Huntsville",16,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"266",1,"University of Alabama at Birmingham",15,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"267",1,"Indiana University-Purdue University-Indianapolis",16,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"268",1,"University of Kansas",15,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"269",2,"Boston College",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"270",1,"Oakland University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"271",1,"University of Mississippi",15,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"272",1,"Missouri University of Science and Technology",16,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"273",2,"Washington University in St Louis",15,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"274",1,"Montana State University",15,"MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"275",1,"University of Nebraska at Omaha",16,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"276",1,"University of Nevada-Las Vegas",15,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"277",1,"University of Colorado Boulder",15,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"278",2,"University of Southern California",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"279",2,"Yale University",15,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"280",1,"Delaware State University",16,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"281",1,"Florida International University",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"282",1,"Florida State University",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"283",1,"University of South Florida-Main Campus",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"284",1,"University of Hawaii at Manoa",15,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"285",2,"Mercer University",16,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"286",1,"Georgia Southern University",16,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"287",1,"Oregon State University",15,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"288",1,"University of Memphis",16,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"289",2,"Baylor University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"290",1,"Texas A & M University-Kingsville",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"291",1,"The University of Texas at Austin",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"292",1,"Texas Tech University",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"293",2,"California Institute of Technology",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"294",1,"University of California-Santa Cruz",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"295",2,"Florida Institute of Technology",16,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"296",2,"Clark Atlanta University",16,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
